Destination Type,Trip Purpose,Budget Range,Travel Season,Travel Duration,Accommodation Preference,Interest,Food Interests,Travel Type / Group,Country_Info
City,Honeymoon,Mid-Range,Winter,Weekend,Hostel,Relaxation,Non-Vegetarian,Business Group,UAE - Burj Khalifa in Dubai
City,Family Vacation,Budget-Friendly,Summer,3-days,Hostel,Adventure,Vegan,Business Group,France - Eiffel Tower in Paris
Countryside,Other,Budget-Friendly,Summer,3-days,Resort,Relaxation,Vegetarian,Couples,Brazil - Carnival in Rio de Janeiro
Historical Sites,Honeymoon,Budget-Friendly,Summer,3-days,Hostel,Adventure,Vegan,Family with Kids,India - Taj Mahal
Countryside,Honeymoon,Budget-Friendly,Autumn,A Month,Hostel,Relaxation,Vegan,Solo Traveler,Thailand - Beaches in Phuket
City,Other,Budget-Friendly,Winter,3-days,Hotel,Nature,Vegetarian,Couples,Switzerland - Swiss Alps
Countryside,Other,Mid-Range,Spring,Weekend,Resort,Adventure,Vegan,Couples,Greece - Santorini Sunset
Historical Sites,Family Vacation,Mid-Range,Autumn,3-days,Resort,Adventure,Non-Vegetarian,Business Group,USA - Grand Canyon
Beach,Other,Luxury,Summer,3-days,Camping,Relaxation,Vegetarian,Business Group,Italy - Venetian Canals in Venice
Mountains,Family Vacation,Luxury,Spring,3-days,Resort,Nature,Vegetarian,Couples,Brazil - Carnival in Rio de Janeiro
Other,Family Vacation,Budget-Friendly,Autumn,Long(+month),Resort,Culture,Vegan,Business Group,Italy - Venetian Canals in Venice
Beach,Family Vacation,Mid-Range,Summer,Weekend,Camping,Culture,Vegan,Couples,France - Eiffel Tower in Paris
Historical Sites,Spiritual Retreat,Luxury,Autumn,Weekend,Resort,Culture,Vegan,Business Group,New Zealand - Milford Sound
Historical Sites,Honeymoon,Mid-Range,Winter,3-days,Resort,Relaxation,Vegan,Solo Traveler,Indonesia - Bali Temples
City,Family Vacation,Budget-Friendly,Summer,A Month,Apartment,Adventure,Vegan,Business Group,Mexico - Chichen Itza
Historical Sites,Other,Budget-Friendly,Winter,3-days,Camping,Nature,Vegan,Friends Group,Italy - Venetian Canals in Venice
Other,Family Vacation,Budget-Friendly,Winter,3-days,Apartment,Relaxation,Vegetarian,Solo Traveler,Germany - Neuschwanstein Castle
Other,Honeymoon,Budget-Friendly,Autumn,3-days,Apartment,Culture,Non-Vegetarian,Couples,Germany - Neuschwanstein Castle
Mountains,Adventure,Budget-Friendly,Autumn,A Month,Hotel,Culture,Vegan,Business Group,UAE - Burj Khalifa in Dubai
Mountains,Family Vacation,Luxury,Summer,3-days,Resort,Nature,Non-Vegetarian,Solo Traveler,Mexico - Chichen Itza
Island,Family Vacation,Mid-Range,Summer,Weekend,Resort,Adventure,Vegan,Solo Traveler,Australia - Great Barrier Reef
Countryside,Other,Luxury,Autumn,Long(+month),Hostel,Culture,Vegan,Business Group,Indonesia - Bali Temples
Countryside,Honeymoon,Luxury,Winter,3-days,Hostel,Adventure,Non-Vegetarian,Family with Kids,Canada - Niagara Falls
Countryside,Honeymoon,Budget-Friendly,Winter,A Month,Resort,Nature,Non-Vegetarian,Friends Group,South Africa - Safari in Kruger National Park
Other,Honeymoon,Luxury,Summer,3-days,Camping,Nature,Vegetarian,Business Group,UAE - Burj Khalifa in Dubai
Mountains,Adventure,Mid-Range,Summer,Weekend,Hostel,Culture,Vegetarian,Family with Kids,Egypt - Pyramids of Giza
Beach,Honeymoon,Mid-Range,Winter,Weekend,Hotel,Culture,Non-Vegetarian,Business Group,Spain - La Sagrada Familia in Barcelona
Beach,Other,Luxury,Autumn,A Month,Hotel,Adventure,Non-Vegetarian,Couples,UAE - Burj Khalifa in Dubai
Countryside,Honeymoon,Luxury,Summer,Long(+month),Resort,Relaxation,Vegetarian,Business Group,Mexico - Chichen Itza
Island,Other,Luxury,Summer,3-days,Apartment,Culture,Non-Vegetarian,Business Group,USA - Grand Canyon
Historical Sites,Family Vacation,Budget-Friendly,Spring,3-days,Camping,Relaxation,Non-Vegetarian,Family with Kids,Germany - Neuschwanstein Castle
Other,Honeymoon,Budget-Friendly,Spring,3-days,Apartment,Nature,Non-Vegetarian,Business Group,Thailand - Beaches in Phuket
Countryside,Honeymoon,Luxury,Autumn,3-days,Apartment,Adventure,Vegetarian,Friends Group,UAE - Burj Khalifa in Dubai
Beach,Spiritual Retreat,Luxury,Winter,A Month,Apartment,Relaxation,Non-Vegetarian,Friends Group,Australia - Great Barrier Reef
Other,Spiritual Retreat,Budget-Friendly,Spring,3-days,Apartment,Culture,Vegetarian,Business Group,Canada - Niagara Falls
Island,Adventure,Mid-Range,Winter,A Month,Hostel,Nature,Vegan,Solo Traveler,Egypt - Pyramids of Giza
Historical Sites,Family Vacation,Luxury,Autumn,Weekend,Camping,Relaxation,Non-Vegetarian,Solo Traveler,Thailand - Beaches in Phuket
Mountains,Honeymoon,Budget-Friendly,Winter,Weekend,Hostel,Relaxation,Vegan,Solo Traveler,Japan - Cherry Blossoms in Kyoto
Countryside,Honeymoon,Luxury,Winter,3-days,Resort,Relaxation,Vegetarian,Couples,Indonesia - Bali Temples
Beach,Adventure,Luxury,Spring,Long(+month),Hotel,Relaxation,Non-Vegetarian,Solo Traveler,India - Taj Mahal
Island,Family Vacation,Budget-Friendly,Spring,Long(+month),Resort,Nature,Vegan,Family with Kids,Japan - Cherry Blossoms in Kyoto
Other,Adventure,Mid-Range,Spring,3-days,Hostel,Nature,Vegan,Business Group,Australia - Great Barrier Reef
Beach,Honeymoon,Luxury,Autumn,3-days,Hostel,Relaxation,Non-Vegetarian,Couples,USA - Grand Canyon
Countryside,Honeymoon,Budget-Friendly,Autumn,Long(+month),Hotel,Culture,Vegetarian,Couples,Brazil - Carnival in Rio de Janeiro
Historical Sites,Adventure,Mid-Range,Spring,Weekend,Resort,Nature,Vegan,Solo Traveler,New Zealand - Milford Sound
Other,Spiritual Retreat,Budget-Friendly,Spring,Long(+month),Apartment,Nature,Vegan,Business Group,Spain - La Sagrada Familia in Barcelona
Mountains,Spiritual Retreat,Budget-Friendly,Spring,Long(+month),Hotel,Culture,Vegan,Family with Kids,New Zealand - Milford Sound
Island,Family Vacation,Budget-Friendly,Summer,Weekend,Hotel,Culture,Non-Vegetarian,Solo Traveler,USA - Grand Canyon
Historical Sites,Adventure,Budget-Friendly,Spring,Weekend,Apartment,Relaxation,Vegetarian,Family with Kids,Brazil - Carnival in Rio de Janeiro
Mountains,Adventure,Budget-Friendly,Spring,Long(+month),Hostel,Culture,Vegetarian,Couples,Italy - Venetian Canals in Venice
Other,Adventure,Mid-Range,Winter,Long(+month),Apartment,Relaxation,Vegan,Family with Kids,USA - Grand Canyon
Other,Honeymoon,Budget-Friendly,Spring,A Month,Resort,Relaxation,Non-Vegetarian,Couples,Brazil - Carnival in Rio de Janeiro
City,Spiritual Retreat,Luxury,Winter,Long(+month),Resort,Adventure,Vegan,Solo Traveler,Indonesia - Bali Temples
Island,Family Vacation,Luxury,Autumn,Weekend,Camping,Culture,Vegan,Couples,Canada - Niagara Falls
Mountains,Other,Budget-Friendly,Winter,3-days,Hotel,Adventure,Non-Vegetarian,Friends Group,India - Taj Mahal
Mountains,Adventure,Mid-Range,Winter,A Month,Hostel,Relaxation,Vegan,Family with Kids,New Zealand - Milford Sound
Island,Honeymoon,Budget-Friendly,Autumn,A Month,Apartment,Nature,Vegetarian,Friends Group,Canada - Niagara Falls
Countryside,Other,Mid-Range,Autumn,Long(+month),Hostel,Relaxation,Non-Vegetarian,Business Group,South Africa - Safari in Kruger National Park
Historical Sites,Family Vacation,Luxury,Summer,Weekend,Hostel,Adventure,Vegan,Friends Group,France - Eiffel Tower in Paris
Historical Sites,Other,Mid-Range,Summer,Weekend,Resort,Culture,Non-Vegetarian,Friends Group,UAE - Burj Khalifa in Dubai
Countryside,Family Vacation,Luxury,Spring,Long(+month),Camping,Adventure,Non-Vegetarian,Family with Kids,UAE - Burj Khalifa in Dubai
Beach,Honeymoon,Luxury,Autumn,A Month,Resort,Relaxation,Non-Vegetarian,Couples,Thailand - Beaches in Phuket
Historical Sites,Honeymoon,Mid-Range,Summer,Long(+month),Hostel,Relaxation,Vegetarian,Business Group,France - Eiffel Tower in Paris
Historical Sites,Adventure,Mid-Range,Autumn,A Month,Hotel,Relaxation,Vegetarian,Friends Group,South Africa - Safari in Kruger National Park
Countryside,Honeymoon,Luxury,Winter,3-days,Resort,Nature,Vegan,Solo Traveler,Mexico - Chichen Itza
Other,Spiritual Retreat,Budget-Friendly,Winter,A Month,Hostel,Relaxation,Vegan,Solo Traveler,Brazil - Carnival in Rio de Janeiro
Countryside,Family Vacation,Luxury,Spring,Weekend,Apartment,Culture,Vegetarian,Couples,Canada - Niagara Falls
City,Adventure,Mid-Range,Spring,Long(+month),Apartment,Adventure,Vegan,Solo Traveler,Turkey - Cappadocia Hot Air Balloons
Countryside,Family Vacation,Budget-Friendly,Autumn,3-days,Resort,Nature,Non-Vegetarian,Family with Kids,New Zealand - Milford Sound
City,Adventure,Mid-Range,Autumn,A Month,Resort,Relaxation,Vegan,Solo Traveler,Spain - La Sagrada Familia in Barcelona
Other,Family Vacation,Budget-Friendly,Winter,Weekend,Hotel,Culture,Vegetarian,Business Group,USA - Grand Canyon
Beach,Spiritual Retreat,Mid-Range,Winter,3-days,Apartment,Relaxation,Non-Vegetarian,Couples,Egypt - Pyramids of Giza
Mountains,Family Vacation,Budget-Friendly,Spring,Long(+month),Resort,Relaxation,Non-Vegetarian,Business Group,Australia - Great Barrier Reef
Historical Sites,Family Vacation,Budget-Friendly,Autumn,Long(+month),Hotel,Relaxation,Vegetarian,Family with Kids,UAE - Burj Khalifa in Dubai
City,Family Vacation,Budget-Friendly,Autumn,Long(+month),Apartment,Adventure,Vegetarian,Family with Kids,Brazil - Carnival in Rio de Janeiro
Historical Sites,Honeymoon,Budget-Friendly,Winter,Long(+month),Hostel,Culture,Vegan,Solo Traveler,India - Taj Mahal
Historical Sites,Family Vacation,Mid-Range,Summer,Long(+month),Resort,Adventure,Vegetarian,Solo Traveler,Japan - Cherry Blossoms in Kyoto
Mountains,Spiritual Retreat,Mid-Range,Autumn,A Month,Apartment,Adventure,Vegan,Family with Kids,Italy - Venetian Canals in Venice
City,Spiritual Retreat,Budget-Friendly,Spring,Weekend,Apartment,Nature,Vegan,Family with Kids,Italy - Venetian Canals in Venice
Beach,Family Vacation,Luxury,Winter,Long(+month),Hostel,Culture,Vegetarian,Solo Traveler,Italy - Venetian Canals in Venice
Historical Sites,Other,Luxury,Autumn,3-days,Resort,Nature,Vegan,Family with Kids,Thailand - Beaches in Phuket
City,Spiritual Retreat,Luxury,Spring,Long(+month),Resort,Relaxation,Vegan,Couples,Japan - Cherry Blossoms in Kyoto
Mountains,Honeymoon,Budget-Friendly,Summer,Long(+month),Apartment,Relaxation,Non-Vegetarian,Business Group,France - Eiffel Tower in Paris
City,Honeymoon,Luxury,Autumn,A Month,Hostel,Relaxation,Vegetarian,Friends Group,Australia - Great Barrier Reef
City,Spiritual Retreat,Mid-Range,Autumn,3-days,Resort,Nature,Vegetarian,Solo Traveler,Germany - Neuschwanstein Castle
Other,Spiritual Retreat,Mid-Range,Winter,A Month,Hostel,Relaxation,Non-Vegetarian,Friends Group,Spain - La Sagrada Familia in Barcelona
Island,Adventure,Budget-Friendly,Spring,Weekend,Resort,Adventure,Vegetarian,Business Group,Australia - Great Barrier Reef
City,Honeymoon,Luxury,Autumn,Long(+month),Resort,Culture,Vegetarian,Business Group,South Africa - Safari in Kruger National Park
Beach,Adventure,Mid-Range,Winter,A Month,Hostel,Nature,Non-Vegetarian,Business Group,Egypt - Pyramids of Giza
Countryside,Honeymoon,Mid-Range,Autumn,Long(+month),Apartment,Nature,Vegetarian,Family with Kids,UAE - Burj Khalifa in Dubai
Beach,Family Vacation,Budget-Friendly,Spring,3-days,Hostel,Nature,Non-Vegetarian,Friends Group,Indonesia - Bali Temples
Island,Spiritual Retreat,Luxury,Autumn,Weekend,Hostel,Culture,Non-Vegetarian,Friends Group,Greece - Santorini Sunset
Mountains,Honeymoon,Mid-Range,Spring,Weekend,Resort,Nature,Vegan,Couples,New Zealand - Milford Sound
Beach,Spiritual Retreat,Mid-Range,Spring,Weekend,Resort,Relaxation,Non-Vegetarian,Couples,South Africa - Safari in Kruger National Park
Mountains,Spiritual Retreat,Luxury,Winter,Long(+month),Resort,Nature,Vegetarian,Couples,Indonesia - Bali Temples
Island,Honeymoon,Luxury,Summer,Long(+month),Apartment,Adventure,Vegetarian,Couples,Australia - Great Barrier Reef
Mountains,Adventure,Luxury,Autumn,3-days,Apartment,Culture,Non-Vegetarian,Family with Kids,Brazil - Carnival in Rio de Janeiro
Other,Adventure,Luxury,Winter,Long(+month),Resort,Nature,Non-Vegetarian,Friends Group,New Zealand - Milford Sound
Beach,Family Vacation,Budget-Friendly,Spring,Long(+month),Hostel,Nature,Vegan,Couples,Brazil - Carnival in Rio de Janeiro
Beach,Family Vacation,Luxury,Spring,Weekend,Apartment,Relaxation,Vegan,Friends Group,South Africa - Safari in Kruger National Park
Island,Adventure,Mid-Range,Winter,Long(+month),Hotel,Relaxation,Non-Vegetarian,Friends Group,Egypt - Pyramids of Giza
Island,Other,Budget-Friendly,Autumn,A Month,Hotel,Relaxation,Non-Vegetarian,Business Group,Indonesia - Bali Temples
Other,Adventure,Budget-Friendly,Spring,Long(+month),Apartment,Relaxation,Vegan,Couples,Canada - Niagara Falls
Other,Adventure,Mid-Range,Autumn,Weekend,Hostel,Adventure,Vegetarian,Friends Group,Indonesia - Bali Temples
Other,Other,Luxury,Winter,Weekend,Hotel,Adventure,Vegan,Solo Traveler,Switzerland - Swiss Alps
Historical Sites,Other,Budget-Friendly,Autumn,3-days,Camping,Relaxation,Non-Vegetarian,Couples,USA - Grand Canyon
Beach,Family Vacation,Luxury,Autumn,Weekend,Hostel,Relaxation,Vegetarian,Couples,Australia - Great Barrier Reef
Countryside,Family Vacation,Mid-Range,Winter,Weekend,Apartment,Culture,Vegetarian,Friends Group,Egypt - Pyramids of Giza
Historical Sites,Family Vacation,Mid-Range,Autumn,Weekend,Apartment,Relaxation,Vegan,Business Group,France - Eiffel Tower in Paris
Countryside,Adventure,Luxury,Autumn,3-days,Hostel,Relaxation,Non-Vegetarian,Business Group,India - Taj Mahal
City,Adventure,Mid-Range,Summer,3-days,Resort,Adventure,Vegan,Couples,France - Eiffel Tower in Paris
City,Family Vacation,Budget-Friendly,Spring,Long(+month),Hotel,Adventure,Vegetarian,Couples,UAE - Burj Khalifa in Dubai
Mountains,Other,Budget-Friendly,Winter,3-days,Resort,Nature,Vegetarian,Solo Traveler,Australia - Great Barrier Reef
Countryside,Adventure,Budget-Friendly,Spring,A Month,Apartment,Relaxation,Vegan,Family with Kids,UAE - Burj Khalifa in Dubai
Mountains,Honeymoon,Mid-Range,Autumn,Long(+month),Hostel,Culture,Vegan,Solo Traveler,Italy - Venetian Canals in Venice
City,Honeymoon,Mid-Range,Spring,Weekend,Resort,Adventure,Vegan,Family with Kids,Japan - Cherry Blossoms in Kyoto
Mountains,Adventure,Luxury,Spring,3-days,Resort,Adventure,Vegan,Business Group,UAE - Burj Khalifa in Dubai
Historical Sites,Family Vacation,Budget-Friendly,Autumn,3-days,Hotel,Culture,Non-Vegetarian,Business Group,Thailand - Beaches in Phuket
Beach,Family Vacation,Budget-Friendly,Spring,3-days,Camping,Culture,Vegetarian,Friends Group,Turkey - Cappadocia Hot Air Balloons
Other,Adventure,Luxury,Summer,Long(+month),Hostel,Relaxation,Vegan,Couples,Turkey - Cappadocia Hot Air Balloons
Historical Sites,Honeymoon,Mid-Range,Winter,Weekend,Camping,Culture,Vegetarian,Business Group,Mexico - Chichen Itza
Historical Sites,Adventure,Luxury,Winter,Long(+month),Resort,Adventure,Vegetarian,Business Group,Brazil - Carnival in Rio de Janeiro
Beach,Other,Luxury,Spring,A Month,Apartment,Culture,Vegan,Friends Group,Thailand - Beaches in Phuket
City,Other,Budget-Friendly,Winter,Long(+month),Camping,Culture,Vegan,Solo Traveler,Mexico - Chichen Itza
Countryside,Adventure,Luxury,Spring,Weekend,Hostel,Nature,Vegan,Family with Kids,Indonesia - Bali Temples
Historical Sites,Other,Mid-Range,Autumn,Weekend,Camping,Nature,Vegan,Solo Traveler,South Africa - Safari in Kruger National Park
Mountains,Adventure,Budget-Friendly,Autumn,Weekend,Resort,Adventure,Non-Vegetarian,Couples,Egypt - Pyramids of Giza
Countryside,Family Vacation,Luxury,Summer,Weekend,Resort,Culture,Vegetarian,Business Group,New Zealand - Milford Sound
Mountains,Adventure,Mid-Range,Spring,Long(+month),Hostel,Relaxation,Non-Vegetarian,Couples,Indonesia - Bali Temples
Historical Sites,Other,Mid-Range,Spring,Weekend,Apartment,Adventure,Non-Vegetarian,Solo Traveler,Canada - Niagara Falls
City,Family Vacation,Luxury,Summer,Long(+month),Hostel,Nature,Vegan,Couples,USA - Grand Canyon
City,Adventure,Mid-Range,Summer,Long(+month),Hotel,Nature,Vegan,Business Group,New Zealand - Milford Sound
Countryside,Honeymoon,Budget-Friendly,Spring,3-days,Hostel,Culture,Vegan,Solo Traveler,New Zealand - Milford Sound
Mountains,Spiritual Retreat,Mid-Range,Winter,Weekend,Camping,Adventure,Vegetarian,Solo Traveler,Spain - La Sagrada Familia in Barcelona
Island,Family Vacation,Budget-Friendly,Spring,A Month,Hotel,Relaxation,Vegan,Solo Traveler,Canada - Niagara Falls
Historical Sites,Adventure,Budget-Friendly,Autumn,Long(+month),Hostel,Relaxation,Vegan,Family with Kids,UAE - Burj Khalifa in Dubai
City,Family Vacation,Budget-Friendly,Summer,Weekend,Hotel,Culture,Vegetarian,Solo Traveler,USA - Grand Canyon
Historical Sites,Adventure,Budget-Friendly,Winter,Weekend,Hostel,Culture,Non-Vegetarian,Couples,Turkey - Cappadocia Hot Air Balloons
Countryside,Honeymoon,Mid-Range,Summer,A Month,Camping,Relaxation,Vegan,Friends Group,Switzerland - Swiss Alps
Island,Other,Budget-Friendly,Winter,Long(+month),Hostel,Adventure,Vegan,Friends Group,Australia - Great Barrier Reef
Countryside,Other,Budget-Friendly,Summer,Long(+month),Camping,Adventure,Vegan,Friends Group,Greece - Santorini Sunset
City,Family Vacation,Mid-Range,Autumn,Long(+month),Hotel,Nature,Vegetarian,Couples,Thailand - Beaches in Phuket
Other,Family Vacation,Budget-Friendly,Autumn,Weekend,Apartment,Relaxation,Non-Vegetarian,Business Group,UAE - Burj Khalifa in Dubai
Mountains,Adventure,Luxury,Autumn,3-days,Camping,Relaxation,Vegan,Friends Group,Indonesia - Bali Temples
Beach,Adventure,Budget-Friendly,Summer,Long(+month),Hotel,Nature,Vegan,Solo Traveler,South Africa - Safari in Kruger National Park
City,Honeymoon,Budget-Friendly,Spring,A Month,Hostel,Adventure,Vegan,Family with Kids,Mexico - Chichen Itza
Historical Sites,Family Vacation,Mid-Range,Spring,3-days,Camping,Adventure,Vegetarian,Friends Group,India - Taj Mahal
Historical Sites,Family Vacation,Budget-Friendly,Spring,Long(+month),Camping,Relaxation,Vegetarian,Solo Traveler,Thailand - Beaches in Phuket
Historical Sites,Other,Budget-Friendly,Summer,Long(+month),Hostel,Nature,Non-Vegetarian,Friends Group,Turkey - Cappadocia Hot Air Balloons
Historical Sites,Family Vacation,Budget-Friendly,Spring,3-days,Camping,Relaxation,Vegan,Family with Kids,Thailand - Beaches in Phuket
Historical Sites,Honeymoon,Luxury,Winter,3-days,Hotel,Adventure,Vegan,Solo Traveler,Australia - Great Barrier Reef
Mountains,Other,Mid-Range,Summer,Long(+month),Apartment,Relaxation,Vegan,Couples,Australia - Great Barrier Reef
Other,Other,Luxury,Autumn,Long(+month),Camping,Culture,Vegetarian,Solo Traveler,Brazil - Carnival in Rio de Janeiro
Beach,Honeymoon,Budget-Friendly,Winter,A Month,Camping,Adventure,Vegan,Solo Traveler,Brazil - Carnival in Rio de Janeiro
Historical Sites,Honeymoon,Budget-Friendly,Spring,Weekend,Hostel,Nature,Vegan,Solo Traveler,Mexico - Chichen Itza
Historical Sites,Family Vacation,Budget-Friendly,Winter,A Month,Apartment,Nature,Vegetarian,Solo Traveler,UAE - Burj Khalifa in Dubai
Beach,Spiritual Retreat,Luxury,Spring,A Month,Apartment,Culture,Vegetarian,Business Group,Italy - Venetian Canals in Venice
Beach,Spiritual Retreat,Mid-Range,Spring,3-days,Hotel,Culture,Vegetarian,Business Group,Germany - Neuschwanstein Castle
Mountains,Adventure,Mid-Range,Summer,Weekend,Hostel,Adventure,Non-Vegetarian,Family with Kids,India - Taj Mahal
Island,Adventure,Budget-Friendly,Spring,Long(+month),Apartment,Adventure,Vegetarian,Solo Traveler,France - Eiffel Tower in Paris
Other,Honeymoon,Mid-Range,Winter,3-days,Hostel,Adventure,Non-Vegetarian,Business Group,Brazil - Carnival in Rio de Janeiro
City,Spiritual Retreat,Budget-Friendly,Summer,Weekend,Resort,Culture,Vegan,Family with Kids,Japan - Cherry Blossoms in Kyoto
City,Adventure,Budget-Friendly,Autumn,Long(+month),Resort,Relaxation,Non-Vegetarian,Solo Traveler,South Africa - Safari in Kruger National Park
Countryside,Family Vacation,Mid-Range,Spring,Weekend,Resort,Nature,Non-Vegetarian,Solo Traveler,New Zealand - Milford Sound
